Authors,Title,Reject,Year,Source,Publisher,ArticleURL
"REM Imamura, MCC Baranauskas","A framework for socio-enactive educational systems: linking learning, design, and technology",1,2019,… of the 18th Brazilian Symposium on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3357155.3358443
"NC Hurley, ES Spatz, HM Krumholz, R Jafari, ...",A Survey of Challenges and Opportunities in Sensing and Analytics for Cardiovascular Disorders,1,2019,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1908.06170
"Z Hodaie, J Haladjian, B Brügge",ISAR: An Authoring System for Interactive Tabletops,1,2019,Proceedings of the 2019 ACM …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3343055.3360751
"J Wang, T Mendori, T Hoel",Strategies for multimedia learning object recommendation in a language learning support system: Verbal learners vs. visual learners,1,2019,International Journal of Human …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/10447318.2018.1543085
"X Ochoa, A Merceron",Quantitative and qualitative analysis of the learning analytics and knowledge conference 2018,1,2018,Journal of Learning Analytics,learning-analytics.info,https://learning-analytics.info/index.php/JLA/article/download/6375/7040
"A Gruzd, N Conroy",Designing a learning analytics dashboard for twitter-facilitated teaching,1,2018,Proceedings of the Fifth Annual ACM Conference …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3231644.3231704
SD Teasley,Learning analytics: Where information science and the learning sciences meet,1,2018,Information and Learning Sciences,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/ILS-06-2018-0045/full/html
"M Villamañe, A Álvarez, M Larrañaga, ...",Using visual learning analytics to support competence-based learning,1,2018,Proceedings of the …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3284179.3284233
"R Bodily, J Kay, V Aleven, I Jivet, D Davis, ...",Open learner models and learning analytics dashboards: a systematic review,1,2018,… on learning analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3170358.3170409
"C Vieira, P Parsons, V Byrd",Visual learning analytics of educational data: A systematic literature review and research agenda,1,2018,Computers & Education,Elsevier,https://www.sciencedirect.com/science/article/pii/S0360131518300770
G Fischer,Identifying and exploring design trade-offs in human-centered design,1,2018,Proceedings of the 2018 International Conference on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3206505.3206514
"V Echeverria, R Martinez-Maldonado, ...",Exploratory versus explanatory visual learning analytics: Driving teachers' attention through educational data storytelling,1,2018,… Learning Analytics,learning-analytics.info,https://learning-analytics.info/index.php/JLA/article/view/6114
"I Jivet, M Scheffel, M Specht, H Drachsler",License to evaluate: Preparing learning analytics dashboards for educational practice,1,2018,… on learning analytics and …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3170358.3170421
"K Kitto, S Buckingham Shum, A Gibson",Embracing imperfection in learning analytics,1,2018,… on learning analytics and …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3170358.3170413
DP Quigley,A Learning Analytics Approach to Scalding Scientific Modeling in the Classroom,1,2018,,search.proquest.com,https://search.proquest.com/openview/a6603a415d47ea56a433d8484d414ce9/1?pq-origsite=gscholar&cbl=18750
"A Wilde, A Vasilchenko, A Dix",HCI and the educational technology revolution# HCIEd2018: a workshop on video-making for teaching and learning human-computer interaction,1,2018,… of the 2018 International Conference on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3206505.3206600
"A Gibson, C Lang",The pragmatic maxim as learning analytics research method,1,2018,… the 8th international conference on learning analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3170358.3170384
"S Oviatt, J Grafsgaard, L Chen, X Ochoa",Multimodal learning analytics: Assessing learners' mental state during the process of learning,1,2018,The Handbook of Multimodal …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3107990.3108003
"CA Vaithilingam, RA Gamboa",TOPIC: HUMANISTIC CENTERED CURRICULUM FOR THE INDUSTRIAL REVOLUTION 4.0: HCC-IR 4.0,1,2018,UNIVERSITY CARNIVAL on e …,academia.edu,https://www.academia.edu/download/57500726/IUCEL_2018_Proceedings.pdf#page=132
"SS Fougt, A Siebert-Evenstone, B Eagan, ...",Epistemic network analysis of students' longer written assignments as formative/summative evaluation,1,2018,… on learning analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3170358.3170414
"K Holstein, G Hong, M Tegene, BM McLaren, ...",The classroom as a dashboard: Co-designing wearable cognitive augmentation for K-12 teachers,1,2018,… on learning Analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3170358.3170377
"O Poquet, L Lim, N Mirriahi, S Dawson",Video and learning: a systematic review (2007--2017),1,2018,… on learning analytics and …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3170358.3170376
"SSJ Alhadad, K Thompson, S Knight, M Lewis, ...",Analytics-enabled teaching as design: Reconceptualisation and call for research,1,2018,… on learning analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3170358.3170390
"S Fiorini, A Sewell, M Bumbalough, ...",An application of participatory action research in advising-focused learning analytics,1,2018,… on Learning Analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3170358.3170387
"S Oviatt, B Schuller, PR Cohen, D Sonntag, ...","The Handbook of Multimodal-Multisensor Interfaces: Signal Processing, Architectures, and Detection of Emotion and Cognition-Volume 2",1,2018,,dl.acm.org,https://dl.acm.org/doi/pdf/10.1145/3107990
"M Millecamp, F Gutiérrez, S Charleer, ...",A qualitative evaluation of a learning dashboard to support advisor-student dialogues,1,2018,… on learning analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3170358.3170417
"W Chen, B Heydari, AM Maier, JH Panchal",Network-based modeling and analysis in design,1,2018,Design Science,cambridge.org,https://www.cambridge.org/core/journals/design-science/article/networkbased-modeling-and-analysis-in-design/A1D69B05C5E0F3B3D7199B8FE1A95187
"T Broos, K Verbert, G Langie, C Van Soom, ...",Multi-institutional positioning test feedback dashboard for aspiring students: Lessons learnt from a case study in flanders,1,2018,… on learning Analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3170358.3170419
"S Bhaduri, K Van Horne, P Gyory, H Ngo, ...",Enhancing 3D Modeling with Augmented Reality in an after-school engineering program (Work in Progress),1,2018,2018 ASEE Annual …,peer.asee.org,https://peer.asee.org/enhancing-3d-modeling-with-augmented-reality-in-an-after-school-engineering-program-work-in-progress
"BR Barricelli, G Fischer, D Fogli, A Mørch, ...",Cultures of participation in the digital age: design trade-offs for an inclusive society,1,2018,Proceedings of the …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3206505.3206599
"P Brusilovsky, M Sharples",A Message from the Editorial Team and an Introduction to the July-September 2018 Issue,1,2018,IEEE Transactions on Learning …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8471279/
"D Nacu, J Baltes, T Hamid, J Gemmell, ...",A framework for developing metrics of youth engagement in informal learning environments,1,2018,… on Learning Analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3170358.3170393
"S Sedkaoui, M Khelfaoui","Understand, develop and enhance the learning process with big data",1,2018,Information Discovery and Delivery,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/IDD-09-2018-0043/full/html
"S Charleer, F Gutiérrez, K Gerling, ...",Towards an open standard for gameplay metrics,1,2018,Proceedings of the 2018 …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3270316.3271529
"J Xia, DC Wilson",Instructor perspectives on comparative Heatmap visualizations of student engagement with lecture video,1,2018,Proceedings of the 49th ACM Technical Symposium …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3159450.3159487
"O Poquet, N Dowell, C Brooks, S Dawson",Are MOOC forums changing?,1,2018,… on learning Analytics and …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3170358.3170416
"E Ghaleb, M Popa, E Hortal, ...",Towards affect recognition through interactions with learning materials,1,2018,2018 17th IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8614087/
"K Cooper, H Khosravi",Graph-based visual topic dependency models: Supporting assessment design and delivery at scale,1,2018,… international conference on learning analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3170358.3170418
"K Kim, N Moon",A model for collecting and analyzing action data in a learning process based on activity theory,1,2018,Soft Computing,Springer,https://link.springer.com/article/10.1007/s00500-017-2969-9
"FJ García-Peñalvo, A García-Holgado, ...",The PhD Corner: TEEM 2018 Doctoral Consortium,1,2018,Proceedings of the …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3284179.3284343
"CC Gray, D Perkins",Visualising the University Degree Journey,1,2018,,research.academicanalytical.com,http://research.academicanalytical.com/jspui/handle/1471/20
"T Van Der Zee, D Davis, N Saab, B Giesbers, ...",Evaluating retrieval practice in a MOOC: how writing and reading summaries of videos affects student learning,1,2018,… on learning analytics …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3170358.3170382
"S Oviatt, J Grafsgaard, L Chen, ...",of Learning,1,2018,The Handbook of …,books.google.com,https://books.google.com/books?hl=en&lr=&id=AttyDwAAQBAJ&oi=fnd&pg=PA331&dq=%22learning+analytics%22+%22human+centered%22&ots=WUoOowZBtn&sig=zaTAY537sw6Ri-YOklDS6v8SYfQ
"N Heller, S Mader, F Bry",Backstage: A versatile platform supporting learning and teaching format composition,1,2018,Proceedings of the 18th Koli Calling …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3279720.3279747
"JM Gilliot, S Iksal, DM Medou, I Dabbebi",Conception participative de tableaux de bord d'apprentissage Participatory Design of Learning Analytics Dashboards,1,2018,,researchgate.net,https://www.researchgate.net/profile/Jean-Marie-Gilliot/publication/330244698_Conception_participative_de_tableaux_de_bord_d'apprentissage/links/5c35c88c92851c22a3665dae/Conception-participative-de-tableaux-de-bord-dapprentissage.pdf
"M Villamañe, A Álvarez, M Larrañaga, ...",Using Visualizations to Improve Assessment in Blended Learning Environments,1,2018,Proceedings of the …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3284179.3284209
"S Oviatt, K Hang, J Zhou, K Yu, F Chen",Dynamic handwriting signal features predict domain expertise,1,2018,ACM Transactions on …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3213309
"S Bhaduri, K Van Horne, JD Ristvey, ...",From Toys to Tools: UAVs in Middle-school Engineering Education (RTP),1,2018,2018 ASEE Annual …,peer.asee.org,https://peer.asee.org/from-toys-to-tools-uavs-in-middle-school-engineering-education-rtp
"S Kopeinik, A Eskandar, T Ley, D Albert, ...",Adapting an open source social bookmarking system to observe critical information behaviour,1,2018,Proceedings of …,researchgate.net,https://www.researchgate.net/profile/Simone-Kopeinik/publication/325685518_Adapting_an_open_source_social_bookmarking_system_to_observe_critical_information_behaviour/links/5b1e35c90f7e9b68b42c2980/Adapting-an-open-source-social-bookmarking-system-to-observe-critical-information-behaviour.pdf
"T Clohessy, T Acton, E Whelan, ...",Enterprise personal analytics: The next frontier in individual information systems research,1,2018,… and Trends® in …,nowpublishers.com,https://www.nowpublishers.com/article/Details/ISY-011
"T Baltrušaitis, C Ahuja, LP Morency",Challenges and applications in multimodal machine learning,1,2018,… of Emotion and Cognition-Volume 2,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3107990.3107993
HP McKenna,"Exploring the quantified experience: finding spaces for people and their voices in smarter, more responsive cities",1,2018,Proceedings of the Future Technologies Conference,Springer,https://link.springer.com/chapter/10.1007/978-3-030-02686-8_22
"D Davis, C Hauff, GJ Houben",Evaluating crowdworkers as a proxy for online learners in video-based learning contexts,1,2018,Proceedings of the ACM on human …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3274311
"SM Muthukrishnan, NBM Yasin, ...",Big data framework for students' academic performance prediction: A systematic literature review,1,2018,2018 IEEE Symposium …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8405502/
"G Keren, AED Mousa, O Pietquin, S Zafeiriou, ...",Deep learning for multisensorial and multimodal interaction,1,2018,The Handbook of …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3107990.3107996
H Tang,Exploring Self-Regulated Learner Profiles in MOOCs: A Comparative Study,1,2018,,search.proquest.com,https://search.proquest.com/openview/b36f55ba92da5e706e554f0d5f9cd690/1?pq-origsite=gscholar&cbl=18750&diss=y
"D Lowenstein, P Johnson, M Fragale",Ready to learn and public media: Improving early learning outcomes for America's children,1,2018,Getting ready to learn,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.4324/9780203701973-1/ready-learn-public-media-david-lowenstein-pamela-johnson-michael-fragale
"B Welz, A Rosenberg",Make Versus Buy Versus Join,1,2018,SAP Next-Gen,Springer,https://link.springer.com/chapter/10.1007/978-3-319-72574-1_8
"CD Roberts, SJ Miller",Learning Engineering Teams: Capabilities and Process,1,2018,Learning Engineering for Online …,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.4324/9781351186193-4/learning-engineering-teams-craig-roberts-shawn-miller
"R De Croon, D Wildemeersch, J Wille, ...",Gamification and serious games in a healthcare informatics context,1,2018,2018 IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8419347/
"M Burzo, M Abouelenien, V Perez-Rosas, ...",Multimodal deception detection,1,2018,The Handbook of …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3107990.3108005
"SK D'Mello, N Bosch, H Chen",Multimodal-multisensor affect detection,1,2018,"… , and Detection of Emotion and Cognition …",dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3107990.3107998
E Alpaydin,Classifying multimodal data,1,2018,The Handbook of Multimodal-Multisensor Interfaces …,dl.acm.org,https://dl.acm.org/doi/pdf/10.1145/3107990.3107994
"A Vinciarelli, A Esposito",Multimodal analysis of social signals,1,2018,"… , Architectures, and Detection of Emotion and …",dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3107990.3107999
"Y Panagakis, O Rudovic, M Pantic",Learning for multimodal and affect-sensitive interfaces,1,2018,… of Emotion and Cognition-Volume 2,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3107990.3107995
